Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    36240		 | 		61235
    79581		 | 		61304
    67496		 | 		61368
    79579		 | 		61438
    5037		 | 		61504
    53527		 | 		61573
    91269		 | 		61639
    11079		 | 		61708
    36577		 | 		61772
    2795		 | 		61841
    70113		 | 		61906
    67094		 | 		61974
    48303		 | 		62039
    68587		 | 		62108
    20472		 | 		62172
    38251		 | 		62239
    9330		 | 		62306
    27121		 | 		62374
    64201		 | 		62442
    55518		 | 		62508
    1479		 | 		62580
    72532		 | 		62645
    85595		 | 		62714
    84791		 | 		62779
    65791		 | 		62849
    16903		 | 		62913
    45700		 | 		62981
    68328		 | 		63046
    63881		 | 		63114
    11754		 | 		63183
    68724		 | 		63251
    120		 | 		63323
    91334		 | 		63388
    52571		 | 		63459
    96050		 | 		63526
    12723		 | 		63592
    22449		 | 		63661
    87318		 | 		63730
    40153		 | 		63801
    59026		 | 		63867
    6465		 | 		63934
    10266		 | 		64003
    26119		 | 		64070
    54767		 | 		64135
    78852		 | 		64201
    46590		 | 		64271
    9370		 | 		64414
    4533		 | 		64488
    90062		 | 		64635
    73570		 | 		64740
    60051		 | 		64815
    7892		 | 		64884
    46102		 | 		64953
    61997		 | 		65025
    92682		 | 		65097
    11892		 | 		65165
    78900		 | 		65237
    54733		 | 		65308
    96571		 | 		65380
    42780		 | 		65452
    66486		 | 		65521
    81646		 | 		65592
    42900		 | 		65661
    57820		 | 		65731
    50569		 | 		65801
    55301		 | 		65870
    86894		 | 		65941
    73017		 | 		66006
    42619		 | 		66077
    27046		 | 		66145
    32042		 | 		66223
    49083		 | 		66293
    53663		 | 		66441
    58160		 | 		66516
    20201		 | 		66587
    48867		 | 		66662
    21101		 | 		66734
    29570		 | 		66805
    53399		 | 		66874
    27514		 | 		66946
    19492		 | 		67021
    29801		 | 		67094
    35406		 | 		67163
    81945		 | 		67237
    91798		 | 		67308
    44439		 | 		67380
    10188		 | 		67454
    70697		 | 		67523
    99172		 | 		67597
    6758		 | 		67669
    13476		 | 		67742
    65657		 | 		67822
    4755		 | 		67896
    72727		 | 		67971
    39828		 | 		68042
    55323		 | 		68114
    28028		 | 		68186
    43073		 | 		68254
    28340		 | 		68328
    86998		 | 		68397
    86471		 | 		68464
    76733		 | 		68534
    52432		 | 		68602
    40133		 | 		68671
    34893		 | 		68742
    72632		 | 		68819
    5351		 | 		68893
    72345		 | 		68965
    18554		 | 		69037
    75102		 | 		69108
    16211		 | 		69186
    54397		 | 		69257
    4902		 | 		69336
    51616		 | 		69402
    36341		 | 		69476
    13051		 | 		69543
    96054		 | 		69618
    62880		 | 		69695
    83747		 | 		69767
    11577		 | 		69839
    69637		 | 		69909
    13575		 | 		69984
    77234		 | 		70061
    90743		 | 		70132
    2653		 | 		70201
    33413		 | 		70273
    62418		 | 		70344
    47032		 | 		70423
    76486		 | 		70506
    90757		 | 		70579
    34029		 | 		70649
    62956		 | 		70722
    83841		 | 		70793
    2812		 | 		70872
    19440		 | 		70946
    35085		 | 		71022
    91796		 | 		71100
    24791		 | 		71170
    7430		 | 		71242
    10349		 | 		71317
    16244		 | 		71392
    23640		 | 		71467
    81097		 | 		71543
    21145		 | 		71616
    91607		 | 		71693
    17437		 | 		71764
    50548		 | 		72081
    4012		 | 		72162
    80316		 | 		72234
    50646		 | 		72303
    15589		 | 		72371
    66304		 | 		72446
    64220		 | 		72521
    9174		 | 		72651
    73398		 | 		72755
    83225		 | 		72832
    58938		 | 		72910
    35815		 | 		72985
    30256		 | 		73055
    35423		 | 		73123
    42923		 | 		73201
    80637		 | 		73272
    14730		 | 		73347
    26764		 | 		73418
    83448		 | 		73492
    50522		 | 		73565
    61848		 | 		73642
    75243		 | 		73715
    75312		 | 		73787
    85629		 | 		73857
    1943		 | 		73934
    7907		 | 		74011
    25620		 | 		74087
    83039		 | 		74157
    29051		 | 		74226
    17226		 | 		74304
    16827		 | 		74481
    95950		 | 		74601
    37590		 | 		74736
    97142		 | 		74828
    46596		 | 		74903
    69530		 | 		74976
    79797		 | 		75061
    10815		 | 		75145
    78703		 | 		75221
    53195		 | 		75296
    10391		 | 		75371
    37640		 | 		75443
    89009		 | 		75514
    40647		 | 		75590
    89415		 | 		75661
    48284		 | 		75739
    21283		 | 		75812
    20496		 | 		75879
    75047		 | 		75950
    21082		 | 		76018
    71017		 | 		76092
    36894		 | 		76163
    96325		 | 		76236
    62680		 | 		76309
    22523		 | 		76385
    14619		 | 		76461
    70586		 | 		76533
    64494		 | 		76602
    97658		 | 		76676
    15989		 | 		76748
    81720		 | 		76829
    14484		 | 		76895
    11938		 | 		76969
    19309		 | 		77039
    27978		 | 		77114
    58533		 | 		77188
    5190		 | 		77260
    7774		 | 		77333
    85700		 | 		77405
    83892		 | 		77481
    77320		 | 		77554
    96090		 | 		77624
    37883		 | 		77704
    82681		 | 		77774
    36736		 | 		77849
    43649		 | 		77920
    30964		 | 		77995
    74370		 | 		78074
    80497		 | 		78144
    6010		 | 		78218
    95452		 | 		78285
    51513		 | 		78357
    59255		 | 		78431
    8128		 | 		78502
    14193		 | 		78577
    98129		 | 		78649
    22746		 | 		78725
    1130		 | 		78795
    62623		 | 		78868
    20403		 | 		78944
    17118		 | 		79014
    60694		 | 		79088
    51239		 | 		79164
    45408		 | 		79240
    96354		 | 		79314
    79216		 | 		79386
    3940		 | 		79462
    1543		 | 		79530
    3341		 | 		79601
    89639		 | 		79670
    85434		 | 		79743
    80661		 | 		79815
    2081		 | 		79886
    39668		 | 		79961
    63341		 | 		80032
    55168		 | 		80104
    99669		 | 		80179
    94304		 | 		80249
    29538		 | 		80322
    80165		 | 		80391
    16665		 | 		80464
    24989		 | 		80623
    31677		 | 		80744
    75919		 | 		80899
    49468		 | 		80981
    62221		 | 		81055
    90400		 | 		81127
    72213		 | 		81198
    79703		 | 		81272
    53022		 | 		81344
    92616		 | 		81417
    13172		 | 		81491
    13715		 | 		81564
    60206		 | 		81631
    58579		 | 		81705
    10068		 | 		81777
    39421		 | 		81847
    62519		 | 		81916
    11610		 | 		81990
    59113		 | 		82061
    68509		 | 		82130
    13395		 | 		82205
    39773		 | 		82281
    70589		 | 		82358
    69414		 | 		82433
    3113		 | 		82502
    42109		 | 		82580
    69082		 | 		82650
    13768		 | 		82725
    71646		 | 		82796
    49246		 | 		82869
    30432		 | 		82942
    12986		 | 		83010
    97275		 | 		83090
    22703		 | 		83165
    62453		 | 		83245
    75847		 | 		83324
    13102		 | 		83396
    34665		 | 		83472
    71901		 | 		83539
    66123		 | 		84070
    43632		 | 		84490
    85073		 | 		84609
    96189		 | 		84704
    3837		 | 		84786
    43651		 | 		84871
    6256		 | 		84954
    59609		 | 		85033
    22521		 | 		85118
    34217		 | 		85202
    18722		 | 		85280
    91030		 | 		85355
    63963		 | 		85437
    74846		 | 		85510
    77970		 | 		85593
    33376		 | 		85678
    94311		 | 		85758
    20078		 | 		85850
    2458		 | 		85951
    8078		 | 		86033
    8075		 | 		86114
    68055		 | 		86189
    54862		 | 		86264
    21060		 | 		86348
    81681		 | 		86428
    77564		 | 		86503
    99864		 | 		86587
    73880		 | 		86660
    90665		 | 		86737
    34529		 | 		86816
    62132		 | 		86889
    73139		 | 		86967
    94512		 | 		87039
    47204		 | 		87177
    69327		 | 		87266
    14701		 | 		87317
    90855		 | 		87360
    91934		 | 		87400
    74309		 | 		87467
    13375		 | 		87508
    42502		 | 		87631
    9382		 | 		87792
    20756		 | 		87847
    6464		 | 		87906
    84228		 | 		87949
    15078		 | 		87989
    39839		 | 		88030
    78538		 | 		88071
    51507		 | 		88112
    58648		 | 		88149
    2967		 | 		88191
    59582		 | 		88229
    43055		 | 		88268
    57828		 | 		88308
    96993		 | 		88346
    41087		 | 		88385
    51743		 | 		88426
    96857		 | 		88466
    31318		 | 		88506
    42407		 | 		88543
    47737		 | 		88621
    93450		 | 		88659
    31897		 | 		88732
    42248		 | 		88774
    40653		 | 		88816
    17575		 | 		88856
    56948		 | 		88896
    47859		 | 		88938
    9508		 | 		88976
    47609		 | 		89011
    77586		 | 		89050
    52009		 | 		89088
    73342		 | 		89125
    14693		 | 		89164
    74824		 | 		89205
    57569		 | 		89240
    29770		 | 		89279
    14663		 | 		89320
    52458		 | 		89358
